Food Category,Meal Type,Protein,Carbs,Fat,Fiber,Sugar,Sodium,Water,Calories,Saturated Fat
Beverages,Lunch,23.6,33.5,24.2,6.2,44.3,239,315,491,5.35
Meat,Dinner,11.3,75.1,29.8,9.1,29.7,725,856,199,5.48
Vegetables,Snack,14.5,80.1,49.8,6.9,34.7,846,292,78,9.23
Fruits,Lunch,29.2,14.5,33.0,7.1,28.9,449,755,588,8.67
Beverages,Lunch,3.5,46.3,9.7,1.7,1.1,394,956,520,2.35
Vegetables,Breakfast,45.9,30.0,6.3,0.8,27.9,365,976,66,1.6
Beverages,Dinner,39.2,59.7,6.0,6.0,9.8,8,448,225,1.46
Dairy,Lunch,25.8,51.2,9.0,6.2,44.5,922,306,399,1.89
Meat,Lunch,46.3,94.6,38.9,10.0,13.3,389,311,593,8.8
Dairy,Snack,3.9,29.5,20.8,8.5,9.2,872,570,183,4.21
Vegetables,Dinner,5.6,96.2,23.4,5.6,30.4,851,135,460,4.03
Dairy,Dinner,8.8,23.6,19.2,7.9,13.4,219,500,458,4.16
Beverages,Dinner,40.1,28.0,32.1,2.6,40.1,59,997,463,7.97
Beverages,Breakfast,46.7,23.2,5.3,5.6,43.2,329,570,484,1.37
Dairy,Snack,14.0,74.9,6.5,8.7,16.6,424,577,152,1.28
Meat,Dinner,13.4,74.7,41.8,8.0,7.1,903,192,421,8.94
Meat,Snack,27.8,32.3,48.4,6.2,4.5,193,558,194,13.11
Dairy,Lunch,25.0,76.1,16.2,6.7,6.7,279,595,573,3.72
Grains,Lunch,42.2,64.7,24.5,2.7,36.4,168,526,436,5.41
Fruits,Snack,17.4,81.2,10.2,5.6,28.5,392,769,257,1.95
Vegetables,Dinner,33.2,43.5,25.6,1.2,47.3,813,759,127,5.73
Vegetables,Breakfast,14.8,92.7,19.1,7.2,16.8,766,297,422,3.69
Snacks,Dinner,2.1,9.6,48.8,4.7,35.6,805,693,501,9.13
Fruits,Breakfast,5.2,19.5,44.8,7.4,16.3,433,963,513,9.13
Grains,Dinner,49.0,80.0,3.8,6.8,6.9,825,773,169,0.94
Meat,Dinner,36.3,34.9,23.8,3.3,22.0,858,404,399,5.81
Dairy,Breakfast,3.4,74.1,47.6,0.5,30.8,460,348,388,8.11
Beverages,Dinner,43.1,58.7,43.8,2.8,12.5,839,531,401,10.58
Grains,Lunch,45.3,60.0,41.4,0.2,12.3,623,108,445,10.05
Vegetables,Lunch,22.5,40.2,29.0,8.0,14.1,254,747,137,6.65
Dairy,Snack,33.0,53.2,22.5,3.1,22.0,430,257,144,5.07
Beverages,Lunch,11.8,7.5,29.4,0.7,2.5,162,444,188,8.93
Beverages,Breakfast,23.4,87.6,16.5,4.0,33.9,119,558,233,3.2
Fruits,Snack,22.6,86.8,12.5,4.5,22.7,519,126,246,2.48
Meat,Dinner,17.0,39.3,35.8,5.1,41.8,804,981,113,7.35
Meat,Breakfast,33.7,71.9,25.9,1.2,9.5,419,351,494,6.01
Fruits,Lunch,26.1,97.1,10.8,6.3,3.8,722,509,477,2.57
Grains,Dinner,11.2,76.5,49.1,3.2,43.4,452,730,455,8.8
Meat,Lunch,25.3,43.8,30.8,0.3,17.8,724,631,308,6.96
Snacks,Lunch,24.0,49.5,19.6,9.8,20.1,303,153,546,4.28
Fruits,Lunch,28.9,46.8,12.3,1.8,30.4,638,423,466,2.71
Snacks,Breakfast,28.1,10.4,11.4,6.9,30.4,439,954,575,3.09
Snacks,Lunch,41.3,62.3,18.7,5.5,40.2,802,254,297,4.12
Beverages,Lunch,30.7,5.7,36.1,9.5,12.6,93,156,243,10.89
Grains,Dinner,5.7,98.3,7.8,8.5,25.6,180,268,450,1.36
Grains,Dinner,21.8,34.3,2.7,0.8,32.8,468,401,549,0.6
Grains,Snack,35.5,72.7,48.4,1.9,36.7,750,281,145,10.2
Fruits,Lunch,1.3,49.2,19.2,9.5,34.5,843,111,587,3.2
Dairy,Dinner,21.6,88.2,20.3,0.7,16.3,862,766,214,4.12
Grains,Lunch,12.1,51.4,32.0,0.3,16.5,633,118,334,6.44
Vegetables,Lunch,30.7,24.9,23.9,2.7,15.0,963,187,263,6.13
Meat,Breakfast,31.2,52.9,26.0,3.7,4.3,243,126,487,6.73
Meat,Lunch,11.1,75.8,13.5,4.1,29.8,304,588,277,2.47
Vegetables,Snack,44.2,82.2,32.6,2.4,10.3,854,869,277,7.65
Vegetables,Snack,7.9,60.1,8.3,2.2,37.7,937,298,220,1.48
Grains,Breakfast,24.1,79.7,17.6,8.5,37.4,390,398,56,3.45
Grains,Snack,31.6,17.2,34.0,2.7,48.4,500,414,554,8.65
Dairy,Breakfast,40.2,42.3,13.6,1.6,47.3,173,796,409,3.15
Meat,Snack,45.8,92.5,3.2,1.7,33.9,400,673,515,0.68
Grains,Snack,49.0,16.3,37.4,4.1,3.0,803,909,270,12.09
Grains,Snack,25.1,15.3,2.3,1.1,36.5,536,581,198,0.58
Dairy,Breakfast,36.5,61.9,30.3,5.3,38.4,606,746,486,6.56
Snacks,Snack,49.5,45.5,34.1,3.1,43.0,50,109,416,8.11
Snacks,Dinner,32.0,31.3,7.7,9.2,6.6,520,791,450,2.06
Grains,Snack,17.0,13.3,31.3,7.3,41.5,508,808,478,7.58
Beverages,Breakfast,8.5,14.5,13.8,2.2,27.2,761,274,283,3.02
Dairy,Breakfast,2.5,51.6,17.2,5.8,8.6,473,308,586,3.33
Snacks,Snack,21.8,28.1,20.2,4.7,47.9,699,857,515,4.52
Grains,Dinner,14.9,53.7,31.2,4.3,44.8,85,979,325,6.0
Beverages,Dinner,4.6,30.6,32.7,2.4,34.0,0,673,314,5.95
Snacks,Dinner,3.1,97.3,31.2,6.3,32.4,750,307,165,5.24
Snacks,Breakfast,17.2,67.7,3.8,9.0,42.1,777,243,278,0.72
Meat,Dinner,10.5,54.0,33.8,6.7,45.8,926,242,553,6.22
Fruits,Lunch,23.5,18.2,30.1,1.9,9.9,788,541,595,8.01
Beverages,Snack,46.4,95.3,6.1,3.2,1.0,80,394,371,1.72
Meat,Snack,13.1,82.0,23.4,1.7,22.5,421,766,235,4.41
Grains,Dinner,26.1,7.8,18.8,4.5,10.5,5,694,341,5.54
Fruits,Dinner,20.1,22.7,49.9,7.6,25.5,733,671,57,11.74
Dairy,Breakfast,3.2,39.6,17.7,1.1,45.4,76,616,216,3.02
Fruits,Dinner,28.3,93.4,19.8,5.2,34.5,392,798,331,3.91
Vegetables,Dinner,25.6,83.5,41.3,3.7,44.1,778,852,585,8.06
Grains,Breakfast,41.8,16.1,36.2,0.6,6.3,112,985,494,10.89
Beverages,Breakfast,20.6,79.3,2.6,5.2,7.0,413,285,289,0.58
Fruits,Breakfast,26.3,99.3,24.4,8.3,26.5,99,904,193,4.81
Beverages,Lunch,49.6,78.0,36.0,4.5,16.6,81,912,148,8.32
Beverages,Dinner,40.6,67.0,42.5,3.5,7.9,656,806,423,10.41
Fruits,Dinner,48.8,57.9,21.7,5.1,30.0,476,192,525,5.04
Snacks,Breakfast,8.0,68.0,18.8,9.4,31.4,480,599,456,3.37
Beverages,Breakfast,43.8,57.6,4.9,8.8,41.3,186,659,434,1.1
Fruits,Lunch,21.6,35.3,14.2,3.1,37.3,753,249,597,3.09
Meat,Breakfast,1.8,23.1,16.0,0.6,14.3,511,457,571,2.98
Dairy,Lunch,12.8,50.1,40.9,7.4,29.0,646,582,313,7.97
Fruits,Breakfast,12.7,27.5,44.9,0.5,6.8,858,388,246,10.71
Vegetables,Dinner,23.9,74.3,46.8,7.2,12.1,62,170,229,10.08
Dairy,Lunch,20.2,98.6,24.1,4.7,26.6,411,974,237,4.61
Snacks,Lunch,11.4,68.9,23.7,5.8,27.4,586,638,60,4.42
Fruits,Breakfast,9.5,34.6,14.6,1.3,40.3,818,622,525,2.81
Vegetables,Snack,29.6,96.9,3.8,3.3,33.6,101,747,538,0.75
Vegetables,Snack,27.8,71.1,45.3,0.8,40.1,292,438,346,9.19
Beverages,Snack,22.5,78.5,3.6,4.2,46.1,252,861,436,0.69
Snacks,Breakfast,6.6,79.0,47.1,2.5,12.7,918,722,370,8.93
Dairy,Snack,9.5,71.5,40.4,5.2,7.2,544,621,159,8.42
Meat,Dinner,47.3,80.9,8.3,0.5,48.6,956,883,84,1.78
Beverages,Snack,47.0,52.6,36.1,0.8,41.6,264,779,488,8.33
Vegetables,Breakfast,14.1,54.6,33.0,4.4,11.7,935,191,588,6.94
Beverages,Lunch,28.2,47.9,13.8,10.0,2.0,620,672,178,3.81
Dairy,Lunch,4.5,18.7,10.3,2.1,6.0,630,617,192,2.3
Beverages,Dinner,23.6,80.4,45.7,4.2,4.2,550,701,471,10.88
Fruits,Breakfast,40.6,31.2,6.8,1.8,24.6,768,801,245,1.7
Snacks,Dinner,17.8,96.0,6.8,4.8,38.3,472,438,260,1.26
Vegetables,Dinner,20.0,90.8,11.4,2.3,29.5,346,443,427,2.18
Fruits,Lunch,10.3,46.8,25.2,3.1,13.9,722,958,191,5.12
Dairy,Snack,2.9,63.5,19.6,9.8,22.2,634,684,140,3.43
Snacks,Dinner,18.2,47.7,28.6,8.4,10.9,590,708,372,6.36
Dairy,Dinner,44.5,25.0,38.2,9.8,35.9,914,694,242,9.81
Dairy,Snack,10.3,74.2,39.7,4.9,15.1,59,923,87,7.66
Vegetables,Dinner,32.4,49.0,21.5,6.7,32.3,479,975,213,4.78
Meat,Breakfast,23.4,84.6,28.1,3.6,3.3,413,767,269,6.81
Beverages,Breakfast,10.7,64.5,23.0,9.1,42.3,613,686,277,4.18
Beverages,Lunch,29.6,99.7,25.4,0.5,11.3,237,161,336,5.45
Meat,Dinner,49.8,50.9,40.8,2.9,8.9,434,106,160,10.58
Grains,Snack,46.5,46.1,49.7,7.7,22.8,725,116,254,12.05
Grains,Snack,8.5,40.3,48.3,4.7,6.4,555,729,449,10.6
Grains,Lunch,29.5,93.4,18.7,9.5,33.8,951,420,495,3.71
Fruits,Lunch,26.9,6.0,22.2,1.6,8.8,611,105,150,6.78
Vegetables,Dinner,24.7,57.0,4.1,5.3,2.5,212,697,335,1.07
Dairy,Dinner,6.0,90.9,34.0,4.5,21.4,766,170,298,6.06
Grains,Snack,2.0,9.7,49.4,9.1,3.8,824,805,303,11.38
Fruits,Lunch,26.1,88.4,5.2,1.1,49.7,391,258,335,1.0
Vegetables,Dinner,28.3,21.5,10.5,0.3,45.0,99,817,401,2.56
Vegetables,Lunch,40.1,38.9,21.9,4.7,4.3,168,137,120,6.11
Meat,Snack,6.7,63.4,25.2,7.9,43.9,165,604,74,4.39
Beverages,Lunch,9.2,35.1,34.9,4.9,18.6,673,427,598,7.04
Snacks,Dinner,46.3,62.9,5.9,8.6,18.2,690,716,337,1.38
Beverages,Snack,42.3,98.2,27.5,0.4,40.3,871,501,538,5.66
Meat,Dinner,32.0,94.0,28.7,3.2,17.3,329,385,393,6.03
Meat,Snack,39.8,70.2,20.3,5.2,45.4,942,732,299,4.34
Snacks,Lunch,19.0,7.6,21.8,7.5,3.9,864,245,267,6.75
Beverages,Snack,33.8,40.5,19.0,4.1,8.1,928,770,336,4.85
Dairy,Lunch,39.7,72.2,14.4,7.8,4.2,924,970,447,3.7
Dairy,Snack,41.3,76.3,11.7,9.8,47.0,61,969,300,2.48
Vegetables,Lunch,17.9,25.6,30.4,5.1,48.1,827,388,346,6.68
Snacks,Lunch,17.3,41.5,26.0,0.7,21.3,774,710,334,5.52
Grains,Snack,7.3,82.5,36.6,1.8,36.5,920,280,406,6.37
Beverages,Lunch,24.3,34.0,6.5,0.1,46.0,750,988,263,1.44
Grains,Snack,38.3,97.3,18.9,4.1,13.2,976,814,351,4.15
Dairy,Dinner,6.6,30.0,29.4,5.7,44.0,342,359,171,5.48
Fruits,Snack,30.7,85.4,10.0,9.5,25.1,24,269,52,2.06
Vegetables,Breakfast,15.4,10.8,24.9,7.4,1.4,555,253,77,7.79
Snacks,Lunch,21.2,64.9,33.1,4.3,24.9,187,267,315,6.73
Meat,Dinner,7.9,80.1,19.8,9.7,13.7,211,345,542,3.76
Fruits,Lunch,34.3,82.5,16.5,8.3,45.6,145,922,273,3.36
Vegetables,Breakfast,6.7,72.5,45.6,8.8,19.6,858,945,282,8.34
Grains,Lunch,25.3,90.1,19.7,1.0,47.8,892,523,532,3.78
Grains,Lunch,45.7,11.2,7.6,4.8,4.9,66,304,179,2.42
Grains,Dinner,43.5,8.5,38.1,2.9,12.9,336,888,349,11.47
Vegetables,Lunch,1.0,29.2,32.8,3.3,43.9,680,379,576,5.41
Fruits,Dinner,32.4,29.6,15.7,4.5,32.1,13,138,579,3.78
Meat,Breakfast,25.6,61.7,36.9,1.1,10.7,735,367,459,8.31
Beverages,Lunch,2.1,94.0,42.6,0.3,44.4,562,658,138,6.96
Snacks,Breakfast,26.0,52.1,16.5,1.0,38.5,253,863,409,3.48
Meat,Snack,18.3,43.0,39.0,7.2,4.9,956,771,436,9.54
Grains,Lunch,19.1,83.0,46.5,6.8,4.1,384,809,485,10.82
Beverages,Breakfast,20.6,47.6,6.6,8.4,30.5,543,736,237,1.38
Grains,Breakfast,26.1,28.7,19.5,3.4,14.7,225,524,375,4.79
Snacks,Dinner,42.3,57.4,42.6,2.5,21.6,812,595,125,9.87
Beverages,Lunch,21.2,58.3,48.1,1.3,30.7,175,302,527,9.79
Grains,Dinner,47.1,40.8,27.4,7.2,40.3,338,962,398,6.59
Meat,Breakfast,5.5,56.0,28.6,5.1,29.9,839,932,356,5.08
Dairy,Lunch,27.5,23.4,11.6,1.7,39.5,706,112,524,2.79
Fruits,Dinner,49.6,8.5,8.9,5.4,9.0,72,237,271,2.77
Snacks,Snack,48.7,5.6,47.4,3.9,20.6,309,807,545,14.3
Snacks,Lunch,36.5,24.5,5.0,0.5,4.1,277,843,270,1.47
Meat,Dinner,30.3,59.4,48.4,8.3,42.0,511,358,281,10.2
Snacks,Dinner,17.1,64.5,30.0,4.0,32.6,376,330,444,5.83
Snacks,Dinner,23.6,83.2,18.5,1.1,30.1,947,935,101,3.65
Beverages,Dinner,4.6,62.7,38.6,3.0,35.2,838,396,423,6.66
Fruits,Lunch,47.0,27.5,10.1,1.3,32.8,686,327,441,2.59
Dairy,Lunch,32.8,89.9,21.0,6.6,49.3,317,196,325,4.18
Snacks,Dinner,41.6,90.8,19.8,4.3,21.6,428,505,395,4.27
Vegetables,Breakfast,24.8,13.5,33.7,7.1,43.4,503,820,456,8.59
Grains,Snack,9.6,62.5,34.8,1.3,16.2,726,292,52,6.73
Snacks,Dinner,2.4,95.5,24.8,9.6,45.6,200,644,457,4.06
Dairy,Dinner,41.0,53.2,18.2,9.4,19.8,547,793,403,4.27
Vegetables,Dinner,23.2,40.1,49.3,6.5,28.1,142,881,174,10.81
Snacks,Snack,4.6,75.2,43.5,3.4,44.4,300,937,263,7.34
Beverages,Dinner,46.2,27.1,31.9,4.4,27.2,355,621,599,8.26
Vegetables,Snack,1.2,64.7,10.2,6.8,36.2,790,572,60,1.68
Grains,Dinner,30.3,91.5,33.7,0.8,5.9,669,252,524,7.85
Fruits,Lunch,30.8,55.6,23.3,3.7,29.1,874,846,588,5.07
Grains,Dinner,48.4,82.9,20.0,1.5,31.4,930,165,387,4.37
Fruits,Breakfast,4.9,88.6,8.1,3.5,14.2,313,255,334,1.49
Grains,Snack,10.8,65.7,36.8,0.1,27.3,456,597,256,6.86
Meat,Breakfast,22.9,22.6,27.0,8.7,5.2,60,163,136,7.37
Dairy,Lunch,31.2,53.6,26.4,8.2,42.0,941,217,199,5.68
Fruits,Dinner,7.9,86.5,46.2,8.6,14.2,83,980,560,8.71
Snacks,Dinner,48.8,13.9,38.5,5.7,20.1,385,249,235,10.97
Vegetables,Lunch,34.4,85.4,2.6,0.3,42.6,95,423,344,0.53
Grains,Lunch,27.2,48.0,37.7,8.5,0.6,936,896,239,11.04
Meat,Snack,28.0,90.7,44.8,9.0,0.9,713,317,482,12.09
Snacks,Dinner,12.4,19.7,15.0,3.7,25.0,572,152,536,3.34
Dairy,Dinner,13.7,14.7,37.7,6.7,30.5,13,479,138,8.82
Dairy,Breakfast,36.1,22.9,22.3,8.3,18.6,351,440,407,5.83
Beverages,Breakfast,47.3,45.4,24.8,3.4,15.5,443,505,474,6.2
Beverages,Dinner,8.2,82.0,37.5,6.7,23.0,119,606,512,6.8
Fruits,Dinner,46.1,8.7,24.9,5.8,2.7,854,873,285,8.44
Meat,Dinner,8.6,25.9,48.5,9.6,6.7,76,308,392,11.11
Snacks,Breakfast,40.9,67.2,37.7,2.5,2.1,760,341,219,10.43
Snacks,Dinner,37.1,21.1,5.2,8.0,35.7,309,294,254,1.33
Beverages,Snack,6.4,75.8,12.1,4.2,6.3,593,272,123,2.49
Beverages,Snack,15.1,88.5,31.2,3.2,35.2,470,989,116,5.74
Fruits,Dinner,21.0,74.4,47.2,9.8,25.2,158,139,255,9.4
Dairy,Lunch,44.9,52.5,29.5,8.5,11.5,161,825,565,7.34
Snacks,Snack,32.6,96.5,5.3,3.1,10.5,828,693,270,1.17
Snacks,Lunch,5.1,66.0,38.4,2.4,16.5,580,787,245,7.06
Vegetables,Dinner,2.7,20.4,15.1,8.8,10.2,536,731,327,3.02
Vegetables,Lunch,28.0,9.9,13.1,8.4,27.9,786,855,441,3.58
Grains,Snack,35.9,9.9,33.7,4.8,47.2,571,105,312,9.26
Beverages,Snack,18.4,44.1,27.9,3.8,3.7,811,229,322,7.0
Vegetables,Lunch,26.2,52.5,35.9,9.3,33.2,89,345,196,7.63
Dairy,Breakfast,2.2,23.1,39.0,7.2,49.3,320,322,183,6.7
Snacks,Lunch,30.3,53.1,49.8,9.9,45.3,622,350,449,10.65
Dairy,Snack,38.7,47.3,31.7,0.2,15.1,210,808,495,7.66
Beverages,Breakfast,3.1,65.8,16.2,5.1,40.2,441,181,76,2.72
Fruits,Snack,26.8,46.9,18.8,8.2,42.1,376,486,368,4.03
Grains,Lunch,2.4,98.7,23.0,7.3,30.7,180,553,282,3.85
Beverages,Lunch,22.1,35.2,25.5,3.1,48.7,976,887,68,5.51
Fruits,Lunch,5.6,57.7,45.2,6.7,41.2,218,511,583,7.86
Vegetables,Breakfast,18.1,38.1,45.8,7.1,25.1,656,144,555,9.8
Grains,Lunch,30.1,85.9,45.6,3.9,29.2,669,165,71,9.27
Meat,Lunch,7.7,84.6,33.3,5.1,9.4,71,172,134,6.56
Meat,Breakfast,39.1,40.7,42.1,7.0,39.2,186,853,522,9.85
Grains,Lunch,7.1,59.2,39.8,2.2,15.9,187,307,502,7.55
Fruits,Lunch,9.4,39.2,14.0,4.2,29.9,897,744,548,2.7
Fruits,Lunch,31.6,92.1,39.0,4.3,34.1,27,824,371,7.83
Meat,Breakfast,12.3,73.1,14.1,3.0,14.5,556,723,310,2.78
Vegetables,Lunch,44.6,6.9,27.8,5.1,38.4,876,155,128,8.03
Vegetables,Snack,49.5,95.7,4.2,7.1,36.2,188,905,278,0.89
Fruits,Snack,12.3,46.0,6.1,6.9,19.2,233,393,127,1.23
Beverages,Dinner,25.0,65.6,23.5,7.8,32.9,923,498,200,4.8
Vegetables,Snack,41.0,21.9,46.8,9.6,44.8,986,184,358,11.99
Vegetables,Breakfast,27.7,62.1,27.8,3.0,28.0,917,843,407,5.86
Grains,Lunch,46.9,74.8,38.9,1.2,20.4,714,943,548,8.83
Grains,Lunch,6.4,22.4,8.5,7.0,39.9,670,250,68,1.64
Snacks,Lunch,37.6,82.5,42.3,7.5,22.8,474,184,382,9.08
Snacks,Snack,33.6,18.6,17.2,4.6,15.2,642,727,270,4.64
Beverages,Breakfast,47.5,61.2,9.1,3.4,31.0,756,220,277,2.08
Fruits,Dinner,43.8,76.5,41.3,1.8,7.5,888,455,578,10.08
Dairy,Lunch,17.1,81.1,6.1,6.3,48.0,30,558,452,1.13
Fruits,Breakfast,26.1,61.2,36.2,7.1,35.8,596,865,329,7.48
Vegetables,Snack,23.4,9.5,21.9,6.2,3.4,251,753,552,6.86
Snacks,Breakfast,26.3,44.9,11.6,5.2,5.0,426,923,157,2.95
Grains,Breakfast,24.0,11.7,7.7,6.5,46.1,712,108,467,1.99
Dairy,Lunch,5.0,94.0,37.6,6.6,37.3,102,825,162,6.37
Meat,Snack,34.7,30.6,18.9,8.3,44.0,51,525,72,4.51
Dairy,Lunch,28.1,57.5,3.2,7.7,10.4,760,684,194,0.74
Snacks,Breakfast,49.5,66.8,31.1,6.1,45.3,348,736,488,6.94
Dairy,Snack,17.4,99.0,30.4,7.2,3.0,267,937,179,7.14
Snacks,Breakfast,14.5,37.2,17.2,5.0,46.8,412,722,254,3.46
Beverages,Lunch,3.2,46.1,8.0,0.8,24.8,806,725,272,1.41
Meat,Dinner,41.4,43.9,30.8,5.7,10.3,914,889,583,7.84
Dairy,Snack,35.5,19.9,19.9,3.8,6.2,507,434,413,5.75
Beverages,Snack,50.0,72.1,3.4,9.5,36.9,624,535,294,0.76
Beverages,Snack,9.6,79.5,8.5,1.3,35.9,846,922,174,1.51
Meat,Lunch,45.7,50.1,26.8,4.9,27.4,876,664,202,6.33
Beverages,Lunch,10.2,68.2,42.8,6.3,16.4,67,556,517,8.24
Fruits,Breakfast,3.4,92.2,5.4,3.0,6.1,829,656,230,1.08
Snacks,Lunch,17.2,13.3,2.2,6.9,8.5,885,343,318,0.59
Dairy,Dinner,28.6,83.6,31.6,1.9,7.7,510,603,285,7.18
Beverages,Breakfast,6.5,42.5,6.8,4.6,33.6,18,885,145,1.24
Snacks,Snack,33.9,89.2,22.5,8.3,33.7,550,576,169,4.59
Vegetables,Breakfast,14.0,71.0,5.6,6.3,23.4,67,749,530,1.08
Fruits,Snack,18.3,18.8,15.4,2.1,24.5,917,152,255,3.68
Vegetables,Dinner,24.4,75.4,23.2,2.6,19.6,780,728,276,4.79
Fruits,Dinner,41.2,67.4,37.8,3.1,13.7,194,179,381,8.81
Beverages,Breakfast,4.3,54.9,10.0,2.1,25.6,245,732,595,1.77
Grains,Snack,25.2,99.5,10.7,1.5,17.2,313,531,548,2.17
Grains,Dinner,18.8,10.2,7.6,5.7,15.6,154,538,236,2.04
Beverages,Dinner,14.3,5.1,9.8,5.5,29.0,851,748,446,2.64
Beverages,Dinner,6.8,5.6,4.4,1.1,28.0,521,895,353,1.06
Beverages,Snack,41.7,75.7,15.2,3.5,39.8,63,975,62,3.25
Grains,Snack,28.0,40.5,30.3,9.8,21.4,984,682,539,6.95
Meat,Breakfast,24.2,73.9,31.1,6.6,41.8,326,464,381,6.14
Dairy,Breakfast,36.4,77.6,14.1,3.1,0.4,970,512,483,4.09
Snacks,Lunch,35.3,65.8,45.8,5.0,12.3,274,833,231,10.57
Snacks,Dinner,14.1,15.8,18.7,8.2,11.9,166,105,280,4.64
Beverages,Dinner,34.6,21.6,31.7,1.8,6.9,691,977,124,8.96
Meat,Breakfast,24.0,11.2,15.1,4.9,13.9,656,454,156,4.17
Meat,Dinner,14.6,56.2,47.9,6.0,12.4,742,959,61,10.02
Meat,Snack,29.8,25.2,20.8,6.7,13.6,274,489,488,5.34
Fruits,Snack,27.5,12.8,24.1,8.0,15.0,150,838,59,6.62
Grains,Breakfast,13.0,30.9,14.9,7.3,30.7,556,808,589,3.09
Snacks,Lunch,45.4,67.6,15.5,7.0,44.4,259,784,281,3.41
Snacks,Snack,38.9,61.8,8.0,6.3,9.5,107,733,569,1.93
Vegetables,Lunch,14.0,75.4,27.3,10.0,24.9,175,577,103,5.19
Fruits,Lunch,18.0,78.5,5.6,6.6,10.9,346,113,560,1.17
Vegetables,Dinner,35.7,63.7,9.4,2.2,46.7,19,473,371,2.0
Vegetables,Breakfast,30.1,52.7,30.1,2.9,5.7,390,921,315,7.54
Meat,Snack,31.7,52.0,45.4,6.7,2.1,545,148,443,12.56
Vegetables,Lunch,44.2,67.5,17.9,5.0,43.7,459,352,517,3.92
Vegetables,Snack,42.4,18.4,8.2,5.7,36.9,808,829,90,2.17
Vegetables,Lunch,15.7,97.1,44.5,9.6,7.2,310,507,184,9.42
Grains,Lunch,5.8,57.5,32.0,9.7,15.8,95,496,534,6.0
Dairy,Lunch,36.7,34.8,43.1,2.4,46.9,206,637,177,10.15
Grains,Snack,46.8,58.5,24.0,0.8,44.0,63,406,474,5.43
Beverages,Dinner,21.8,85.7,47.1,2.9,28.4,290,171,495,9.19
Grains,Snack,6.4,25.0,40.4,0.6,42.5,392,571,400,7.68
Snacks,Dinner,10.5,71.0,12.5,8.6,42.1,625,748,217,2.25
Dairy,Snack,32.9,15.8,29.6,3.9,16.7,990,304,142,8.06
Dairy,Snack,20.9,98.4,39.6,7.6,49.6,442,638,500,7.33
Dairy,Breakfast,4.3,17.2,13.4,5.7,22.4,700,319,124,2.64
Dairy,Dinner,45.6,28.3,26.7,2.8,25.4,483,560,240,6.88
Beverages,Dinner,49.0,69.5,2.8,8.0,15.6,874,510,377,0.66
Snacks,Snack,37.2,75.1,3.4,7.5,32.1,735,598,528,0.72
Dairy,Lunch,6.7,35.7,34.5,1.4,8.9,173,280,587,7.21
Beverages,Breakfast,44.1,49.1,48.4,1.1,22.6,169,768,194,11.54
Fruits,Dinner,8.0,82.9,8.9,0.3,2.1,729,613,132,2.08
Vegetables,Snack,47.7,55.7,34.3,3.2,1.1,617,420,113,10.31
Beverages,Lunch,48.8,41.2,32.6,7.5,5.3,801,689,278,9.09
Meat,Dinner,14.7,51.5,14.0,3.3,29.3,125,412,207,2.76
Grains,Lunch,2.7,84.9,7.5,5.4,10.9,84,983,430,1.4
Vegetables,Lunch,21.6,79.4,9.1,5.1,44.3,324,787,128,1.75
Fruits,Snack,29.0,30.7,6.6,8.9,25.0,132,204,211,1.57
Fruits,Breakfast,39.7,82.7,14.8,6.6,2.6,542,288,320,3.91
Dairy,Breakfast,7.7,53.3,13.5,2.8,31.6,794,132,426,2.46
Snacks,Breakfast,5.4,71.7,34.7,7.9,0.3,813,555,88,8.84
Vegetables,Dinner,14.6,82.2,21.3,1.2,26.9,243,684,342,4.01
Vegetables,Lunch,2.9,65.0,38.4,8.3,13.7,156,529,137,7.03
Dairy,Snack,46.4,73.4,16.4,9.4,8.8,599,303,321,4.0
Meat,Snack,18.3,73.6,20.1,4.4,28.4,188,713,355,3.91
Vegetables,Lunch,19.3,23.4,27.3,9.8,41.3,973,794,166,6.2
Fruits,Lunch,36.4,25.8,12.7,8.0,48.5,346,871,365,3.12
Beverages,Breakfast,46.8,24.6,11.3,0.2,3.0,147,575,439,3.5
Fruits,Dinner,41.4,98.5,29.6,7.7,2.9,147,826,92,7.62
Vegetables,Dinner,6.0,55.0,4.6,7.8,36.8,489,330,112,0.81
Vegetables,Dinner,38.1,49.4,24.5,8.1,15.0,702,902,574,5.87
Meat,Snack,30.9,73.9,37.4,8.6,20.4,632,707,430,7.98
Snacks,Dinner,41.7,64.8,32.3,9.7,18.6,697,929,98,7.41
Grains,Breakfast,29.1,65.7,36.3,2.0,44.1,381,151,316,7.47
Vegetables,Breakfast,41.2,93.4,25.4,1.6,4.0,163,174,300,6.38
Fruits,Breakfast,34.8,25.4,45.3,4.1,2.5,933,131,429,13.68
Beverages,Snack,23.1,88.0,11.2,5.4,45.3,480,102,340,2.14
Beverages,Dinner,39.9,19.1,12.0,8.2,27.7,380,995,592,3.18
Vegetables,Lunch,12.9,33.6,23.3,4.6,5.6,866,163,512,5.54
Fruits,Snack,15.1,48.3,8.6,8.8,28.8,627,749,57,1.72
Grains,Snack,31.6,13.1,49.5,8.5,7.6,194,262,469,14.52
Vegetables,Breakfast,30.3,75.0,29.4,1.5,7.9,286,577,556,6.81
Meat,Dinner,35.0,42.0,1.0,8.6,8.6,738,458,297,0.25
Fruits,Dinner,37.3,7.2,35.8,5.0,46.1,179,619,220,10.12
